Datum,Mahlzeit,Kalorien,Fett (g),Gesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Transfettsäuren,Cholesterin,Natrium (mg),Kalium,Kohlenhydrate (g),Ballaststoffe,Zucker,Eiweiß (g),Vitamin A,Vitamin C,Kalzium,Eisen,export_headers.note
2024-01-28,Frühstück,1691.0,63.9,13.2,0.0,0.0,0.0,0.0,8340.2,125.0,147.6,19.9,23.3,143.5,0.0,0.0,0.0,0.0,
2024-01-29,Frühstück,216.0,0.8,0.4,0.0,0.0,0.0,0.0,0.2,0.0,2.8,0.0,1.2,50.0,0.0,0.0,0.0,0.0,
2024-01-29,Mittagessen,1348.8,51.8,19.0,0.0,0.0,0.0,0.0,2858.1,0.0,90.4,0.5,16.5,129.0,0.0,0.0,0.0,0.0,
2024-01-30,Mittagessen,584.6,22.7,10.2,0.0,0.0,0.0,0.0,1180.1,208.0,22.1,5.5,9.0,75.3,0.0,0.0,16.6,0.0,
2024-01-30,Snacks,1410.8,60.2,17.6,0.0,0.0,0.0,0.0,1759.2,221.0,96.0,2.8,17.8,123.9,0.0,0.0,0.0,0.0,
2024-01-31,Abendessen,603.0,39.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,
2024-01-31,Frühstück,224.0,0.8,0.2,0.0,0.0,0.0,0.0,1400.0,0.0,5.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,
2024-01-31,Snacks,557.0,13.3,8.4,0.0,0.0,0.0,0.0,642.5,429.0,43.5,1.9,25.5,70.1,0.0,15.0,31.6,0.0,
2024-02-01,Frühstück,1000.6,29.1,14.2,0.0,0.0,0.0,0.0,2768.0,208.0,46.5,6.5,24.4,140.3,0.0,0.0,16.6,0.0,
2024-02-01,Snacks,1070.0,39.5,8.7,0.3,0.0,0.0,0.0,7.1,1455.0,95.8,11.2,56.0,95.5,1.8,36.0,6.0,12.0,
2024-02-02,Abendessen,401.8,4.6,0.3,0.0,0.0,0.0,0.0,1.1,10.9,17.3,0.0,17.2,69.1,0.0,0.2,0.1,0.5,
2024-02-02,Frühstück,224.0,0.8,0.2,0.0,0.0,0.0,0.0,1400.0,0.0,5.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,
2024-02-02,Mittagessen,489.0,12.2,8.2,0.0,0.0,0.0,0.0,640.6,208.0,28.6,0.0,14.2,65.2,0.0,0.0,16.6,0.0,
2024-02-03,Frühstück,2516.7,123.4,42.4,2.4,6.1,0.0,59.6,1582.3,1721.0,165.5,11.2,56.2,183.4,531.5,194.9,65.8,16.3,
2024-02-04,Abendessen,604.8,10.4,0.3,0.2,0.0,0.0,0.0,81.0,1450.4,105.6,11.5,55.8,30.5,0.5,7.0,8.8,2.6,
2024-02-04,Frühstück,1083.0,22.9,8.7,0.0,0.0,0.0,0.0,191.8,221.0,107.5,6.0,30.3,119.7,0.0,30.0,30.0,0.0,
2024-02-04,Snacks,186.0,4.2,2.8,0.0,0.0,0.0,0.0,0.6,0.0,21.6,0.0,7.2,15.4,0.0,0.0,0.0,0.0,
2024-02-05,Abendessen,411.0,12.3,5.1,0.0,0.0,0.0,0.0,1.1,221.0,15.4,1.8,10.6,50.5,0.0,0.0,0.0,0.0,
2024-02-05,Frühstück,674.5,13.4,8.3,0.0,0.0,0.0,0.0,641.6,208.0,27.3,0.2,20.7,111.8,0.0,49.0,80.6,0.0,
2024-02-06,Abendessen,691.8,10.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,65.7,0.0,0.0,0.0,0.0,
2024-02-06,Frühstück,590.0,9.6,6.2,0.0,0.0,0.0,0.0,640.3,208.0,24.7,0.0,21.8,110.1,0.0,0.0,16.6,0.0,
2024-02-07,Frühstück,216.0,0.9,0.5,0.0,0.0,0.0,0.0,0.3,0.0,2.8,0.0,1.3,50.0,0.0,0.0,0.0,0.0,
2024-02-07,Mittagessen,971.0,25.5,11.3,0.0,0.0,0.0,0.0,673.8,991.0,60.2,8.7,30.1,125.9,0.0,126.0,22.6,12.0,
2024-02-08,Frühstück,931.5,16.7,10.6,0.0,0.0,0.0,0.0,640.5,208.0,35.5,0.0,28.6,158.3,0.0,19.0,50.6,0.0,
2024-02-09,Mittagessen,628.0,9.2,5.6,0.0,0.0,0.0,0.0,640.0,208.0,41.7,1.6,7.6,93.9,0.0,38.0,84.6,0.0,
2024-02-16,Mittagessen,602.5,12.3,3.0,0.0,0.0,0.0,0.0,0.3,0.0,29.7,0.0,13.6,92.0,0.0,19.0,34.0,0.0,
2024-02-17,Frühstück,904.0,57.4,6.4,0.0,0.0,0.0,0.0,0.0,375.0,62.9,3.2,1.2,37.2,0.0,0.0,0.0,0.0,
2024-02-18,Frühstück,1440.0,72.8,13.8,0.0,0.0,0.0,0.0,640.2,583.0,115.1,3.2,42.6,83.6,0.0,0.0,16.6,0.0,
2024-02-19,Mittagessen,768.5,14.8,9.9,0.0,0.0,0.0,0.0,640.2,208.0,32.7,0.0,27.3,123.4,0.0,19.0,50.6,0.0,
2024-02-20,Frühstück,620.1,14.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,51.3,7.2,4.8,73.0,0.0,0.0,0.0,0.0,
2024-02-21,Frühstück,690.0,11.8,7.6,0.0,0.0,0.0,0.0,641.0,208.0,19.9,0.1,15.7,123.6,0.0,15.0,31.6,0.0,
2024-02-22,Abendessen,768.0,46.8,10.5,0.0,0.0,0.0,0.0,876.0,0.0,15.6,5.4,5.1,73.5,195.0,0.0,0.0,0.0,
2024-02-22,Mittagessen,711.7,13.0,8.5,0.0,0.0,0.0,0.0,640.0,208.0,35.4,1.8,20.5,112.2,0.0,19.0,50.6,0.0,
2024-02-23,Mittagessen,829.2,19.8,8.0,0.0,0.0,0.0,0.0,640.2,208.0,42.1,1.8,16.2,116.6,0.0,0.0,16.6,0.0,
2024-02-24,Abendessen,392.3,15.5,10.4,0.0,0.0,0.0,0.0,1.5,0.0,22.9,0.0,8.5,40.4,0.0,0.0,0.0,0.0,
2024-02-24,Frühstück,1663.3,58.3,23.7,0.0,0.0,0.0,0.0,640.8,208.0,107.9,0.0,37.5,172.9,0.0,38.0,84.6,0.0,
2024-02-25,Frühstück,1462.6,35.5,22.3,0.0,0.0,0.0,0.0,641.1,208.0,120.2,4.8,30.4,165.3,0.0,19.0,50.6,0.0,
2024-02-26,Frühstück,1952.2,45.6,20.2,2.2,0.4,0.0,0.0,646.6,646.0,194.4,32.6,71.5,208.1,4.5,199.0,58.4,31.8,
2024-02-26,Snacks,357.0,5.1,3.1,0.5,0.2,0.0,45.0,507.6,355.5,23.1,0.0,7.2,51.4,0.0,0.0,1.5,12.0,
2024-02-27,Snacks,213.0,13.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,
2024-02-29,Abendessen,1123.7,35.5,12.1,4.8,9.2,0.1,327.7,1792.8,889.1,111.6,10.4,24.7,98.8,3.5,0.0,19.7,15.6,
2024-02-29,Mittagessen,546.5,12.5,4.5,0.0,0.0,0.0,0.0,0.4,0.0,33.8,4.6,20.7,75.8,0.0,19.0,34.0,0.0,
2024-03-01,Frühstück,1051.8,27.3,12.6,0.0,0.0,0.0,0.0,641.1,208.0,69.4,2.8,35.0,129.9,0.0,19.0,50.6,0.0,
2024-03-01,Snacks,184.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,0.0,26.4,1.4,0.0,0.0,0.0,0.0,
2024-03-02,Snacks,642.0,8.8,1.2,0.0,0.0,0.0,0.0,0.4,0.0,104.6,6.0,34.6,38.6,0.0,0.0,0.0,0.0,
2024-03-03,Mittagessen,1414.0,59.4,16.4,0.0,0.0,0.0,0.0,880.0,0.0,124.4,3.2,8.2,91.6,0.0,0.0,0.0,0.0,
2024-03-04,Abendessen,1924.0,63.5,8.8,0.0,0.0,0.0,0.0,1.0,1660.0,216.3,14.3,67.6,129.2,0.0,60.0,0.0,0.0,
2024-03-05,Abendessen,397.9,10.7,6.9,0.0,0.0,0.0,0.0,0.2,0.0,39.6,1.6,8.6,35.7,0.0,0.0,0.0,0.0,
2024-03-05,Mittagessen,834.0,15.5,2.8,0.0,0.0,0.0,0.0,0.6,0.0,40.3,0.0,7.2,126.3,0.0,0.0,0.0,0.0,
2024-03-06,Mittagessen,918.0,8.8,4.4,0.0,0.0,0.0,0.0,0.4,0.0,20.8,0.0,16.0,181.6,0.0,0.0,0.0,0.0,
2024-03-07,Abendessen,306.0,2.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,
2024-03-07,Frühstück,720.5,9.8,6.5,0.0,0.0,0.0,0.0,0.4,0.0,36.1,0.0,28.3,118.4,0.0,19.0,34.0,0.0,
2024-04-03,Abendessen,1124.4,24.7,8.4,1.0,7.8,0.0,0.0,721.7,1660.0,119.3,11.5,93.0,165.9,1.2,60.0,0.0,0.0,
2024-04-03,Frühstück,656.5,8.8,6.1,0.0,0.0,0.0,0.0,1040.0,0.0,57.7,0.0,40.3,86.6,0.0,19.0,34.0,0.0,
2024-04-04,Abendessen,968.0,10.3,3.4,0.0,0.0,0.0,0.0,1.5,1660.0,130.5,11.5,92.2,150.1,0.0,60.0,0.0,0.0,
2024-04-04,Mittagessen,691.8,13.9,9.0,0.0,0.0,0.0,0.0,540.0,0.0,54.3,1.4,35.5,87.6,0.0,19.0,34.0,0.0,
2024-04-05,Abendessen,1400.6,62.8,14.3,0.0,0.0,0.0,0.0,3124.0,1660.0,134.5,24.1,20.1,86.8,455.0,60.0,0.0,0.0,
2024-04-05,Mittagessen,396.5,8.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,36.9,0.0,19.5,44.2,0.0,19.0,34.0,0.0,
2024-04-07,Abendessen,1046.0,48.1,15.2,0.0,0.0,0.0,45.0,980.0,0.0,96.0,0.0,2.2,54.3,0.0,0.0,2.0,4.0,
2024-04-17,Abendessen,1655.3,83.6,19.9,0.0,0.0,0.0,0.0,357.5,1660.0,113.4,11.5,20.5,119.4,0.0,79.0,34.0,0.0,
2024-04-18,Abendessen,1012.8,47.4,14.9,0.0,0.0,0.0,0.0,359.0,1328.0,88.2,9.2,84.8,119.7,0.0,48.0,0.0,0.0,
2024-04-18,Mittagessen,931.5,33.2,19.1,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,26.7,100.6,0.0,19.0,34.0,0.0,
2024-04-22,Mittagessen,2032.8,65.5,24.3,0.2,0.0,28.0,0.0,4654.2,2862.4,208.2,28.8,72.8,170.5,5.4,103.3,19.0,4.9,
2024-04-23,Frühstück,689.8,14.4,5.3,0.2,0.0,0.0,0.0,12.4,844.8,71.8,12.2,31.8,75.5,10.0,34.2,1.2,3.4,
2024-04-24,Mittagessen,2051.8,75.1,13.5,0.2,0.0,0.0,0.0,12.4,2504.8,194.1,23.7,58.6,157.5,10.0,94.2,1.2,3.4,
2024-05-21,Abendessen,1507.3,44.2,27.4,0.0,0.0,0.0,0.0,3745.2,0.0,91.1,12.2,23.8,193.8,0.0,0.0,0.0,0.0,
2024-05-21,Mittagessen,213.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,35.0,0.0,0.0,0.0,0.0,
2024-05-23,Abendessen,1731.5,82.0,19.9,0.2,0.0,0.0,0.0,2.4,844.8,110.7,7.0,31.5,142.4,10.0,34.2,1.2,3.4,
2024-06-02,Frühstück,1680.8,9.7,2.9,0.1,0.0,0.0,0.0,3.8,464.8,171.0,3.1,150.3,222.5,5.0,36.1,36.6,1.8,
2024-06-03,Frühstück,520.3,9.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,48.3,0.0,12.8,59.6,0.0,38.0,68.0,0.0,
2024-06-03,Snacks,964.0,46.4,22.4,0.0,0.0,0.0,0.0,400.0,0.0,28.0,0.0,14.0,116.0,0.0,0.0,0.0,0.0,
2024-06-04,Mittagessen,945.7,18.8,12.4,0.1,0.0,0.0,0.0,841.2,630.4,62.1,3.1,40.7,137.1,5.0,36.1,51.2,1.7,
2024-06-05,Snacks,393.8,5.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,52.2,0.3,18.8,31.4,0.0,109.0,34.0,0.0,
2024-06-12,Frühstück,450.5,8.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,40.8,3.5,0.7,52.7,0.0,38.1,70.6,3.2,
2024-06-12,Mittagessen,925.5,26.0,13.3,0.0,0.0,0.0,0.0,1280.0,416.0,73.3,2.0,26.3,103.8,0.0,19.0,67.2,0.0,
2024-06-13,Abendessen,165.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,
2024-06-13,Mittagessen,1234.8,30.9,13.7,0.0,0.0,0.0,0.0,1280.0,416.0,104.5,7.3,27.0,137.5,0.0,57.1,139.1,4.8,
2024-06-14,Abendessen,2041.8,75.3,22.7,0.0,0.0,0.0,0.0,2000.0,416.0,87.5,5.3,29.4,256.9,0.0,57.1,139.1,4.8,
2024-06-16,Mittagessen,880.0,62.8,24.8,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0,0.0,40.0,0.0,0.0,0.0,0.0,
2024-06-17,Mittagessen,935.6,15.5,4.0,0.0,0.0,0.0,0.0,0.1,0.0,103.3,5.3,61.5,92.7,0.0,19.1,37.9,4.8,
2024-06-18,Abendessen,165.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,
2024-06-18,Mittagessen,1166.8,27.5,8.4,0.1,0.0,0.0,0.0,641.2,630.4,98.5,8.4,34.4,136.8,5.0,36.2,55.1,6.5,
2024-06-19,Abendessen,1210.8,47.3,8.3,0.0,0.0,0.0,0.0,640.0,208.0,71.5,5.3,20.0,128.2,0.0,19.1,54.5,4.8,
2024-06-22,Mittagessen,1604.5,62.7,32.9,0.0,0.0,0.0,0.0,2.1,0.0,181.2,13.3,4.2,84.3,0.0,0.1,3.9,4.8,
2024-06-28,Frühstück,2812.8,119.7,43.9,0.0,0.0,0.0,0.0,1680.0,208.0,124.9,5.3,75.2,310.2,0.0,19.1,54.5,4.8,
2024-07-01,Mittagessen,819.8,32.0,8.3,0.0,0.0,0.0,0.0,640.0,208.0,59.5,5.3,20.0,74.2,0.0,19.1,54.5,4.8,
2024-07-31,Frühstück,976.6,27.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,90.9,8.4,18.0,89.9,0.0,19.1,37.9,4.8,
2024-09-07,Mittagessen,830.3,33.6,17.9,0.0,0.0,0.0,0.0,52.8,10.9,56.0,0.0,51.9,76.5,0.0,19.2,34.1,0.5,
2024-09-19,Mittagessen,309.5,3.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,12.3,52.8,0.0,19.0,34.0,0.0,
2024-09-24,Mittagessen,1149.8,62.1,24.5,0.0,0.0,0.0,0.0,1577.5,208.0,36.7,0.0,21.6,108.4,0.0,19.0,50.6,0.0,
2024-09-26,Abendessen,150.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2024-09-26,Mittagessen,974.5,27.0,7.9,0.0,0.0,0.0,0.0,640.0,208.0,64.3,0.0,19.3,99.8,0.0,19.0,50.6,0.0,
2024-09-26,Snacks,461.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,0.0,28.8,11.3,0.0,0.0,0.0,0.0,
2024-10-16,Abendessen,1579.5,83.5,11.7,0.0,0.0,0.0,0.0,0.0,0.0,92.9,0.0,46.9,106.5,0.0,38.0,68.0,0.0,
2024-10-17,Mittagessen,345.5,7.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,36.3,0.0,25.3,33.8,0.0,69.0,34.0,0.0,
2024-11-04,Abendessen,753.0,35.4,10.8,0.0,0.0,0.0,0.0,6540.0,0.0,61.8,16.8,9.0,57.6,0.0,0.0,0.0,0.0,
2024-11-04,Mittagessen,299.5,3.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,12.3,42.4,0.0,19.0,34.0,0.0,
2024-11-05,Mittagessen,1074.5,39.2,13.3,0.0,0.0,0.0,0.0,6540.0,0.0,77.1,16.8,21.3,117.0,0.0,19.0,34.0,0.0,
2024-11-06,Abendessen,414.5,3.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,12.3,80.1,0.0,19.0,34.0,0.0,
2024-11-07,Frühstück,89.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,
2024-11-08,Abendessen,389.3,18.3,4.0,2.0,10.9,0.1,10.7,228.6,102.7,46.8,2.6,0.8,11.6,6.1,5.5,12.3,11.3,
2024-11-08,Mittagessen,809.8,22.1,6.5,2.0,10.9,0.1,10.7,228.6,102.7,62.1,2.6,13.1,95.0,6.1,24.5,46.3,11.3,
2024-11-09,Abendessen,701.3,22.8,5.7,2.0,10.9,0.1,10.7,228.6,102.7,57.0,2.6,1.5,71.3,6.1,5.5,12.3,11.3,
2024-11-09,Frühstück,292.3,15.0,2.0,0.0,0.0,0.0,0.0,0.0,75.0,30.2,1.6,0.6,10.4,0.0,0.0,0.0,0.0,
2024-11-09,Mittagessen,210.5,3.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,12.3,28.8,0.0,19.0,34.0,0.0,
2024-11-10,Frühstück,1252.3,30.0,2.0,0.0,0.0,0.0,0.0,0.0,75.0,50.2,1.6,0.6,215.0,0.0,0.0,0.0,0.0,
2024-11-11,Abendessen,822.5,34.9,1.8,0.0,0.0,0.0,0.0,1.9,1328.0,100.5,9.2,3.6,29.2,0.0,48.0,0.0,0.0,
2024-11-11,Frühstück,502.8,18.8,4.5,0.0,0.0,0.0,0.0,0.0,75.0,45.5,1.6,12.9,39.2,0.0,19.0,34.0,0.0,
2024-11-12,Abendessen,670.0,15.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,54.0,10.0,3.0,85.6,0.0,0.0,0.0,0.0,
2024-11-12,Mittagessen,210.5,3.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,12.3,28.8,0.0,19.0,34.0,0.0,
2024-11-13,Abendessen,880.5,19.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3,10.0,15.3,114.4,0.0,19.0,34.0,0.0,
2024-11-14,Mittagessen,720.5,20.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3,6.0,14.1,75.2,0.0,19.0,34.0,0.0,
2024-11-15,Abendessen,987.0,11.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,
2024-11-15,Mittagessen,210.5,3.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,12.3,28.8,0.0,19.0,34.0,0.0,
2024-11-16,Mittagessen,560.5,16.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,62.6,0.0,24.6,40.1,0.0,19.0,34.0,0.0,
2024-11-17,Mittagessen,1417.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.8,0.0,0.0,54.7,0.0,0.0,0.0,0.0,
2024-11-18,Mittagessen,530.5,5.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,75.3,0.0,12.3,38.8,0.0,19.0,34.0,0.0,
2024-11-19,Mittagessen,882.5,21.8,5.5,0.0,0.0,0.0,0.0,5.3,0.0,97.5,0.0,21.9,69.0,0.0,19.0,34.0,0.0,
2024-11-21,Snacks,1114.5,25.8,4.7,0.0,0.0,0.0,0.0,2.7,1328.0,125.5,9.2,16.1,96.5,0.0,67.0,34.0,0.0,
2024-11-22,Mittagessen,523.5,4.7,2.9,0.0,0.0,0.0,0.0,0.8,0.0,36.3,0.0,12.5,79.4,0.0,19.0,34.0,0.0,
2024-12-08,Abendessen,1718.5,81.3,39.1,0.0,0.0,0.0,0.0,171.9,0.0,107.6,0.0,12.8,128.2,0.0,0.0,0.0,0.0,
2024-12-27,Frühstück,1785.5,32.4,3.8,1.8,15.4,0.0,0.0,0.1,0.0,168.4,10.0,4.9,209.4,2.5,19.0,49.0,0.0,
2025-01-10,Abendessen,403.5,3.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,8.0,0.0,4.9,84.4,0.0,19.0,49.0,0.0,
2025-01-17,Abendessen,1195.0,42.8,9.5,0.0,0.0,0.0,0.0,0.3,664.0,71.0,5.6,26.2,131.4,83.0,43.0,49.0,0.0,
2025-01-18,Mittagessen,1983.5,69.1,21.6,0.5,3.3,0.0,225.9,337.4,1363.1,161.3,15.7,62.3,166.3,10.5,6.3,33.0,2.8,
2025-01-24,Mittagessen,375.0,7.0,1.5,0.0,0.0,0.0,0.0,0.7,0.0,5.0,0.0,2.5,80.0,0.0,0.0,0.0,0.0,
2025-02-03,Abendessen,1090.0,40.9,9.4,0.0,0.0,0.0,0.0,0.1,1328.0,69.1,9.2,5.7,118.4,0.0,67.0,49.0,0.0,
2025-02-06,Snacks,1499.8,43.7,14.1,0.0,0.0,0.0,0.0,220.2,0.0,70.0,8.2,22.9,215.4,0.0,0.0,0.0,0.0,
2025-02-07,Frühstück,776.3,39.8,14.3,0.0,0.0,0.0,0.0,20.7,35.0,33.3,12.8,1.8,83.5,0.0,0.0,1.8,0.3,
2025-02-11,Abendessen,1278.5,50.4,29.2,1.3,4.4,0.4,70.6,402.4,262.2,86.1,0.6,20.3,118.1,12.2,20.6,6.1,7.3,
2025-02-11,Frühstück,349.0,14.4,5.9,0.0,0.0,0.0,0.0,0.1,0.0,21.4,5.8,0.6,36.6,0.0,0.0,0.0,0.0,
2025-02-12,Frühstück,1319.6,47.0,23.3,0.0,0.0,0.0,0.0,3220.7,35.0,52.9,12.8,15.8,179.1,0.0,0.0,1.8,0.3,
2025-02-13,Mittagessen,2121.3,99.7,33.5,0.0,0.0,0.0,0.0,1620.8,1031.0,113.8,25.5,14.4,209.9,0.0,36.0,1.8,0.3,
2025-02-14,Frühstück,1065.3,47.9,19.7,0.0,0.0,0.0,0.0,1620.7,35.0,45.3,12.8,8.8,122.1,0.0,0.0,1.8,0.3,
2025-02-26,Frühstück,2058.8,89.4,32.2,0.0,0.0,0.0,76.0,3400.4,912.0,97.7,35.5,22.6,209.9,0.0,0.0,0.0,0.0,
2025-02-27,Frühstück,1846.0,68.6,23.2,0.0,0.0,0.0,76.0,1800.2,912.0,69.6,21.5,33.9,223.1,0.0,0.0,0.0,0.0,
2025-02-28,Frühstück,2607.2,85.4,32.1,7.8,28.6,0.8,73.8,3658.0,684.4,278.8,10.8,43.5,193.0,27.8,40.4,65.8,54.0,
